id,category,expected_path,expected_handler,question
Q00736,education_condition,llm,symptom_rag,What is the difference between mild and severe Non-Alcoholic Fatty Liver Disease?
Q00737,education_condition,llm,symptom_rag,Is Nephrotic Syndrome curable or only manageable?
Q00738,education_condition,llm,symptom_rag,What tests are used to check for Myocarditis?
Q00739,symptom_mild,llm,symptom_rag,What home remedies help with tired legs by evening?
Q00740,education_condition,llm,symptom_rag,What lifestyle changes help with Medial Epicondylitis (Golfer's Elbow)?
Q00741,drug_info,deterministic,drug_lookup,Tell me about the medicine alprazolam.
Q00742,education_condition,llm,symptom_rag,How serious is Cerumen (ear wax) Impaction?
Q00743,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Geographic Tongue?
Q00744,education_condition,llm,symptom_rag,Does stress make Venous Varicosities worse?
Q00745,education_condition,llm,symptom_rag,How is Ichthyosis usually treated?
Q00746,model_probe,deterministic,conversational,"Tell me honestly, are you GPT-4o?"
Q00747,education_condition,llm,symptom_rag,Are there support resources for people with Vulvodynia?
Q00748,education_condition,llm,symptom_rag,Is Carpal Tunnel Syndrome curable or only manageable?
Q00749,education_condition,llm,symptom_rag,What questions should I ask my doctor about Pityriasis Capitis (Dandruff)?
Q00750,education_condition,llm,symptom_rag,Can Hypermetropia be prevented?
Q00751,education_condition,llm,symptom_rag,How serious is Cervical Dysplasia Cervical Intraepithelial Neoplasia (CIN)?
Q00752,education_condition,llm,symptom_rag,Is Male Hypogonadism hereditary? My mother has it.
Q00753,drug_info,deterministic,drug_lookup,Tell me about the medicine Azithral 500.
Q00754,drug_info,deterministic,drug_lookup,Side effects of Limcee?
Q00755,education_condition,llm,symptom_rag,How does Perianal Fistula Abscess affect daily life?
Q00756,medication_llm,llm,symptom_rag,Can I stop taking levothyroxine once I feel better?
Q00757,education_condition,llm,symptom_rag,Can diet alone manage Visceral Leishmaniasis (Kala-azar)?
Q00758,hinglish_general,llm,symptom_rag,"bhai, kamar dard ke liye kaunsi exercise sahi hai?"
Q00759,education_condition,llm,symptom_rag,Is Multiple Sclerosis more common in men or women?
Q00760,education_condition,llm,symptom_rag,Can Venous Leg Ulcer come back after treatment?
Q00761,education_condition,llm,symptom_rag,How is Anal Fissure usually treated?
Q00762,education_condition,llm,symptom_rag,What questions should I ask my doctor about Angioedema?
Q00763,education_condition,llm,symptom_rag,Can Rhinitis be prevented?
Q00764,education_condition,llm,symptom_rag,How does Myocarditis affect daily life?
Q00765,education_condition,llm,symptom_rag,Can diet alone manage Epididymo-orchitis?
Q00766,drug_info,deterministic,drug_lookup,What is Benadryl syrup prescribed for?
Q00767,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Periodontitis?
Q00768,education_condition,llm,symptom_rag,How does Anal Fissure affect daily life?
Q00769,medication_llm,llm,symptom_rag,Can I stop taking Jardiance once I feel better?
Q00770,education_condition,llm,symptom_rag,What tests are used to check for Cutaneous Leishmaniasis?
Q00771,education_condition,llm,symptom_rag,How does Chronic Suppurative Otitis Media affect daily life?
Q00772,education_condition,llm,symptom_rag,Can Ingrown Toenail be prevented?
Q00773,lifestyle_general,llm,symptom_rag,"Is walking 10,000 steps a day really necessary?"
Q00774,education_condition,llm,symptom_rag,What are the early symptoms of Periapical Dental Abscess?
Q00775,education_condition,llm,symptom_rag,How often should I get screened for Diabetic Retinopathy?
Q00776,conversational_identity,deterministic,conversational,What's your name? I'm curious.
Q00777,education_condition,llm,symptom_rag,Is Appendicitis more common in men or women?
Q00778,ability_metric,deterministic,data_handler_metric,"Please, what's my latest heart rate?"
Q00779,education_condition,llm,symptom_rag,What tests are used to check for Vertigo?
Q00780,education_condition,llm,symptom_rag,How is Retinopathy of Prematurity usually treated?
Q00781,education_condition,llm,symptom_rag,Are there warning signs of Bell's Palsy I should watch for?
Q00782,education_condition,llm,symptom_rag,Can children get IgA Nephropathy?
Q00783,education_condition,llm,symptom_rag,Can exercise help manage Keratoconus?
Q00784,education_condition,llm,symptom_rag,Can Diabetes mellitus be prevented?
Q00785,education_condition,llm,symptom_rag,Can Cervicitis Cervical Ectropion come back after treatment?
Q00786,drug_info,deterministic,drug_lookup,About my medication azithromycin — what should I know?
Q00787,data_query,deterministic,data_query,Can you help me with this: what did I log about my sleep?
Q00788,education_condition,llm,symptom_rag,What is the difference between mild and severe Ingrown Toenail?
Q00789,education_condition,llm,symptom_rag,How is Low Vision & Blindness diagnosed?
Q00790,education_condition,llm,symptom_rag,Can children get Vulvovaginal candidiasis?
Q00791,education_condition,llm,symptom_rag,What foods should I avoid if I have Agoraphobia?
Q00792,education_condition,llm,symptom_rag,Can diet alone manage Trigeminal Neuralgia?
Q00793,symptom_mild,llm,symptom_rag,I have mild cramps before my period. Should I be worried?
Q00794,education_condition,llm,symptom_rag,How serious is Anemia of Chronic Disease?
Q00795,data_query,deterministic,data_query,Summarize my family history for me.
Q00796,education_condition,llm,symptom_rag,Does stress make Vitamin & Mineral deficiencies worse?
Q00797,ability_tracker,deterministic,data_handler_tracker,I finished one cups of tea last night.
Q00798,medication_llm,llm,symptom_rag,I missed my sitagliptin dose this morning — what should I do?
Q00799,education_condition,llm,symptom_rag,What causes Migraine?
Q00800,medication_llm,llm,symptom_rag,I missed my Rantac 150 dose this morning — what should I do?
Q00801,education_condition,llm,symptom_rag,What tests are used to check for Type 1 Diabetes Mellitus?
Q00802,education_condition,llm,symptom_rag,Is Psoriasis hereditary? My mother has it.
Q00803,medication_llm,llm,symptom_rag,Can I stop taking Pan 40 once I feel better?
Q00804,education_condition,llm,symptom_rag,How does Pyelonephritis affect daily life?
Q00805,ability_tracker,deterministic,data_handler_tracker,I smoked 2 beedis yesterday.
Q00806,education_condition,llm,symptom_rag,How serious is Acne Vulgaris?
Q00807,education_condition,llm,symptom_rag,How serious is Primary Hyperparathyroidism?
Q00808,education_condition,llm,symptom_rag,How serious is Galactorrhea?
Q00809,off_topic,deterministic,scope_decline,Can you help me with this: compute the factorial of 12 for this equation.
Q00810,education_condition,llm,symptom_rag,Are there warning signs of Cerebral Palsy I should watch for?
Q00811,education_condition,llm,symptom_rag,Can diet alone manage Diabetic Neuropathy?
Q00812,education_condition,llm,symptom_rag,How does Cholelithiasis affect daily life?
Q00813,education_condition,llm,symptom_rag,Can exercise help manage Pelvic Organ Prolapse?
Q00814,education_condition,llm,symptom_rag,Are there warning signs of Vitamin B12 Deficiency I should watch for?
Q00815,education_condition,llm,symptom_rag,Is Urge Incontinence hereditary? My mother has it.
Q00816,education_condition,llm,symptom_rag,How is Cannabis Use Disorder monitored over time?
Q00817,drug_info,deterministic,drug_lookup,What is Pan 40 prescribed for?
Q00818,education_condition,llm,symptom_rag,How is Hyperprolactinemia Prolactinoma usually treated?
Q00819,education_condition,llm,symptom_rag,How serious is Migraine?
Q00820,education_condition,llm,symptom_rag,Can diet alone manage Biomass Fuel–Related Lung Disease?
Q00821,education_condition,llm,symptom_rag,How is Hemorrhoids diagnosed?
Q00822,education_condition,llm,symptom_rag,What tests are used to check for Cellulitis Erysipelas?
Q00823,drug_info,deterministic,drug_lookup,Tell me about the medicine Glimepiride.
Q00824,education_condition,llm,symptom_rag,Is Hyperuricemia (asymptomatic) hereditary? My mother has it.
Q00825,education_condition,llm,symptom_rag,Can diet alone manage Gingivitis?
Q00826,education_condition,llm,symptom_rag,Can Vitamin & Mineral deficiencies be prevented?
Q00827,education_condition,llm,symptom_rag,How often should I get screened for Sickle Cell Trait?
Q00828,off_topic,deterministic,scope_decline,"Quick question — i'm getting a traceback in python, can you help?"
Q00829,education_condition,llm,symptom_rag,What lifestyle changes help with Silicosis?
Q00830,education_condition,llm,symptom_rag,How often should I get screened for Chronic Constipation?
Q00831,education_condition,llm,symptom_rag,Are there support resources for people with Osteoporosis?
Q00832,education_condition,llm,symptom_rag,What age does Hypersensitivity Pneumonitis usually start?
Q00833,education_condition,llm,symptom_rag,What is Gynecomastia?
Q00834,education_condition,llm,symptom_rag,What questions should I ask my doctor about Chronic Venous Insufficiency?
Q00835,education_condition,llm,symptom_rag,What lifestyle changes help with Hemorrhoids?
Q00836,triage_high,deterministic,triage_high,I have severe stomach pain that started suddenly. Can I wait till tomorrow to see a doctor?
Q00837,education_condition,llm,symptom_rag,What tests are used to check for Pityriasis Rosea?
Q00838,education_condition,llm,symptom_rag,What is Abdominal Central Obesity?
Q00839,medication_llm,llm,symptom_rag,I missed my Glimepiride dose this morning — what should I do?
Q00840,ability_metric,deterministic,data_handler_metric,What are my latest triglycerides?
Q00841,symptom_mild,llm,symptom_rag,I have occasional knee pain when climbing stairs. Should I be worried?
Q00842,education_condition,llm,symptom_rag,Are there warning signs of Tonsillitis I should watch for?
Q00843,symptom_mild,llm,symptom_rag,Is it normal to have a runny nose and sneezing?
Q00844,education_condition,llm,symptom_rag,What are the early symptoms of G6PD Deficiency?
Q00845,education_condition,llm,symptom_rag,How is Pediculosis Capitis (Head Lice) usually treated?
Q00846,education_condition,llm,symptom_rag,How is Clubfoot (CTEV) diagnosed?
Q00847,education_condition,llm,symptom_rag,What tests are used to check for Muscle Cramps?
Q00848,drug_info,deterministic,drug_lookup,What are Azithral 500 tablets used for?
Q00849,education_condition,llm,symptom_rag,What lifestyle changes help with Endometriosis?
Q00850,education_condition,llm,symptom_rag,How is Byssinosis monitored over time?
Q00851,education_condition,llm,symptom_rag,Is Dementia — Vascular more common in men or women?
Q00852,education_condition,llm,symptom_rag,Can diet alone manage Noise-Induced Hearing Loss?
Q00853,drug_info,deterministic,drug_lookup,Substitutes for Eltroxin?
Q00854,ability_suggestion,deterministic,data_handler_suggestion,Quick question — lifestyle tips for my heart health?
Q00855,education_condition,llm,symptom_rag,Is Muscle Cramps hereditary? My mother has it.
Q00856,education_condition,llm,symptom_rag,What age does Computer Vision Syndrome Digital Eye Strain usually start?
Q00857,education_condition,llm,symptom_rag,How is Hematuria diagnosed?
Q00858,education_condition,llm,symptom_rag,"What is the difference between mild and severe Other Arrhythmias (SVT, VT, blocks)?"
Q00859,education_condition,llm,symptom_rag,Are there warning signs of Traumatic Dental Injury I should watch for?
Q00860,education_condition,llm,symptom_rag,Is Tonsillitis curable or only manageable?
Q00861,drug_interaction,deterministic,drug_interaction_query,Is it safe to take Budecort with ibuprofen?
Q00862,education_condition,llm,symptom_rag,What questions should I ask my doctor about Ankyloglossia (tongue tie)?
Q00863,drug_info,deterministic,drug_lookup,What are Tryptomer 10 tablets used for?
Q00864,ability_metric,deterministic,data_handler_metric,One more thing: what was my most recent LDL?
Q00865,drug_info,deterministic,drug_lookup,What are the side effects of Mox 500?
Q00866,medication_llm,llm,symptom_rag,Is it safe to take Jardiance during pregnancy?
Q00867,education_condition,llm,symptom_rag,How does Premenstrual Syndrome (PMS) Premenstrual Dysphoric Disorder (PMDD) affect daily life?
Q00868,drug_interaction,deterministic,drug_interaction_query,Can I take amitriptyline with alcohol?
Q00869,education_condition,llm,symptom_rag,Can Vocal Cord Nodules Polyps be prevented?
Q00870,education_condition,llm,symptom_rag,How is Plague monitored over time?
Q00871,education_condition,llm,symptom_rag,My father was just diagnosed with Chronic Constipation. What should our family know?
Q00872,triage_high,deterministic,triage_high,my mother has severe confusion since evening. Is this dangerous?
Q00873,education_condition,llm,symptom_rag,Can children get Rhinitis?
Q00874,drug_interaction,deterministic,drug_interaction_query,Does Amlong 5 interact with metformin?
Q00875,triage_self_harm,deterministic,triage_self_harm,I have been thinking about how to end my life — I don't know who to talk to.
Q00876,education_condition,llm,symptom_rag,How serious is Strabismus Squint?
Q00877,education_condition,llm,symptom_rag,"Can Parasomnias (sleepwalking, night terrors) come back after treatment?"
Q00878,medication_llm,llm,symptom_rag,Can I take Digene on an empty stomach?
Q00879,drug_info,deterministic,drug_lookup,What are Combiflam tablets used for?
Q00880,medication_llm,llm,symptom_rag,I missed my Acitrom 2 dose this morning — what should I do?
Q00881,triage_emergency,deterministic,triage_emergency,"the baby is turning blue and limp, is this serious?"
Q00882,ability_summary,deterministic,data_handler_summary,Quick question — summarize my health for this month.
Q00883,drug_info,deterministic,drug_lookup,About my medication paracetamol — what should I know?
Q00884,education_condition,llm,symptom_rag,What is Pityriasis Capitis (Dandruff)?
Q00885,drug_interaction,deterministic,drug_interaction_query,Does Shelcal 500 interact with metformin?
Q00886,education_condition,llm,symptom_rag,Can Cutaneous Mucosal Candidiasis come back after treatment?
Q00887,education_condition,llm,symptom_rag,What is the difference between mild and severe Pertussis (whooping cough)?
Q00888,drug_info,deterministic,drug_lookup,What is Glimepiride prescribed for?
Q00889,education_condition,llm,symptom_rag,Does stress make Tension-Type Headache worse?
Q00890,education_condition,llm,symptom_rag,Is High LDL cholesterol curable or only manageable?
Q00891,education_condition,llm,symptom_rag,Can diet alone manage Insomnia Disorder?
Q00892,education_condition,llm,symptom_rag,Are there support resources for people with Photodermatoses Sunburn?
Q00893,drug_info,deterministic,drug_lookup,Is omeprazole habit forming?
Q00894,triage_acs_combo,deterministic,triage_emergency,I have chest pain and a cold sweat
Q00895,medication_llm,llm,symptom_rag,Can I take amitriptyline on an empty stomach?
Q00896,education_condition,llm,symptom_rag,What is Measles?
Q00897,education_condition,llm,symptom_rag,Is Xerophthalmia Night Blindness (Vitamin A Deficiency) curable or only manageable?
Q00898,education_condition,llm,symptom_rag,What is Dental Fluorosis?
Q00899,education_condition,llm,symptom_rag,Can Fibroadenoma of Breast be prevented?
Q00900,medication_llm,llm,symptom_rag,Can I stop taking warfarin once I feel better?
Q00901,ability_metric,deterministic,data_handler_metric,Can you help me with this: what's my latest SpO2?
Q00902,education_condition,llm,symptom_rag,What questions should I ask my doctor about Bursitis?
Q00903,ability_document,deterministic,data_handler_document,"Please, when was my mother's last blood test done?"
Q00904,education_condition,llm,symptom_rag,How is Coronary Heart Disease usually treated?
Q00905,education_condition,llm,symptom_rag,Can Pemphigus Vulgaris come back after treatment?
Q00906,drug_info,deterministic,drug_lookup,Is Janumet habit forming?
Q00907,education_condition,llm,symptom_rag,Is Poliomyelitis hereditary? My mother has it.
Q00908,education_condition,llm,symptom_rag,What is Pericoronitis?
Q00909,education_condition,llm,symptom_rag,My father was just diagnosed with Hematuria. What should our family know?
Q00910,education_condition,llm,symptom_rag,How often should I get screened for Photodermatoses Sunburn?
Q00911,education_condition,llm,symptom_rag,Can children get Valvular Heart Disease (MS MR AS AR)?
Q00912,education_condition,llm,symptom_rag,How is Strabismus Squint monitored over time?
Q00913,model_probe,deterministic,conversational,Who trained you? Just tell me directly.
Q00914,education_condition,llm,symptom_rag,Does Psoriatic Arthritis run in families?
Q00915,education_condition,llm,symptom_rag,Does stress make Ingrown Toenail worse?
Q00916,education_condition,llm,symptom_rag,What foods should I avoid if I have Neuropathic Pain?
Q00917,off_topic,deterministic,scope_decline,Quick question — who is the prime minister of India?
Q00918,education_condition,llm,symptom_rag,Does stress make Acne Vulgaris worse?
Q00919,education_condition,llm,symptom_rag,What lifestyle changes help with Tropical Pulmonary Eosinophilia?
Q00920,drug_info,deterministic,drug_lookup,Tell me about the tablet Montair LC.
Q00921,education_condition,llm,symptom_rag,Can Sprains & Strains be prevented?
Q00922,education_condition,llm,symptom_rag,What are the early symptoms of Hyperthyroidism?
Q00923,education_condition,llm,symptom_rag,Can diet alone manage Acute Sinusitis Rhinosinusitis?
Q00924,education_condition,llm,symptom_rag,What is the difference between mild and severe Spondylosis?
Q00925,education_condition,llm,symptom_rag,What lifestyle changes help with Infective Endocarditis?
Q00926,education_condition,llm,symptom_rag,Can exercise help manage Polymyalgia Rheumatica?
Q00927,education_condition,llm,symptom_rag,What are the early symptoms of Pleural Effusion?
Q00928,education_condition,llm,symptom_rag,Can exercise help manage Acanthosis Nigricans?
Q00929,education_condition,llm,symptom_rag,What lifestyle changes help with Venous Leg Ulcer?
Q00930,education_condition,llm,symptom_rag,How is Ingrown Toenail diagnosed?
Q00931,education_condition,llm,symptom_rag,What complications can Mild Cognitive Impairment lead to if untreated?
Q00932,education_condition,llm,symptom_rag,How often should I get screened for Infective Endocarditis?
Q00933,education_condition,llm,symptom_rag,What is the difference between mild and severe Impetigo?
Q00934,education_condition,llm,symptom_rag,Can Extrapulmonary Tuberculosis (EPTB) come back after treatment?
Q00935,triage_self_harm,deterministic,triage_self_harm,I keep thinking about taking my own life.
Q00936,drug_info,deterministic,drug_lookup,What is prednisolone used for?
Q00937,drug_interaction,deterministic,drug_interaction_query,Is it safe to take pantoprazole with ibuprofen?
Q00938,drug_info,deterministic,drug_lookup,What are the substitutes of Cheston Cold?
Q00939,education_condition,llm,symptom_rag,What causes Tropical Pulmonary Eosinophilia?
Q00940,ability_document,deterministic,data_handler_document,"Please, show me my father's last X-ray."
Q00941,education_condition,llm,symptom_rag,What age does Opioid Use Disorder usually start?
Q00942,education_condition,llm,symptom_rag,What causes Perimenopause?
Q00943,education_condition,llm,symptom_rag,What is End-Stage Renal Disease Dialysis?
Q00944,model_probe,deterministic,conversational,Who trained you?
Q00945,education_condition,llm,symptom_rag,Is Herpes Simplex (labialis & genital) hereditary? My mother has it.
Q00946,education_condition,llm,symptom_rag,Is Fibroadenoma of Breast curable or only manageable?
Q00947,education_condition,llm,symptom_rag,Does Miscarriage Spontaneous Abortion run in families?
Q00948,drug_info,deterministic,drug_lookup,What are the side effects of Montair LC?
Q00949,education_condition,llm,symptom_rag,Is Brain Abscess hereditary? My mother has it.
Q00950,education_condition,llm,symptom_rag,Is Chronic Venous Insufficiency more common in men or women?
Q00951,education_condition,llm,symptom_rag,Does stress make Gastritis worse?
Q00952,education_condition,llm,symptom_rag,What are the early symptoms of Post-Kala-azar Dermal Leishmaniasis?
Q00953,education_condition,llm,symptom_rag,What is the difference between mild and severe Myositis (inflammatory)?
Q00954,drug_interaction,deterministic,drug_interaction_query,Can I take Zerodol SP and paracetamol together?
Q00955,education_condition,llm,symptom_rag,Is Lichen Planus more common in men or women?
Q00956,education_condition,llm,symptom_rag,How does Pelvic Organ Prolapse affect daily life?
Q00957,symptom_mild,llm,symptom_rag,I've been having a small mouth ulcer for a few days. What could it be?
Q00958,education_condition,llm,symptom_rag,What age does Conjunctivitis usually start?
Q00959,education_condition,llm,symptom_rag,What is Alopecia Areata?
Q00960,education_condition,llm,symptom_rag,How is Low Back Pain diagnosed?
Q00961,ability_tracker,deterministic,data_handler_tracker,I had one pegs of whisky today.
Q00962,ability_tracker,deterministic,data_handler_tracker,I had three pegs of whisky today.
Q00963,data_query,deterministic,data_query,"Please, what's my risk for hypertension?"
Q00964,education_condition,llm,symptom_rag,What age does Acne Vulgaris usually start?
Q00965,education_condition,llm,symptom_rag,Can Migraine be prevented?
Q00966,education_condition,llm,symptom_rag,Are there support resources for people with Venous Varicosities?
Q00967,education_condition,llm,symptom_rag,What questions should I ask my doctor about Panic Disorder?
Q00968,education_condition,llm,symptom_rag,Can Keloids & Hypertrophic Scars come back after treatment?
Q00969,medication_llm,llm,symptom_rag,Is it safe to take pantoprazole during pregnancy?
Q00970,education_condition,llm,symptom_rag,How is Anemia of Chronic Disease usually treated?
Q00971,ability_document,deterministic,data_handler_document,"Please, get my latest vaccination record."
Q00972,education_condition,llm,symptom_rag,Is Adenomyosis more common in men or women?
Q00973,education_condition,llm,symptom_rag,Can diet alone manage Miliaria Prickly Heat?
Q00974,education_condition,llm,symptom_rag,Is Hearing Loss (disabling) more common in men or women?
Q00975,education_condition,llm,symptom_rag,Does Adjustment Disorder run in families?
Q00976,ability_metric,deterministic,data_handler_metric,Can you help me with this: show my most recent B12 level.
Q00977,education_condition,llm,symptom_rag,What lifestyle changes help with Molluscum Contagiosum?
Q00978,hinglish_general,llm,symptom_rag,diabetes mein kaun se fal kha sakte hain?
Q00979,medication_llm,llm,symptom_rag,How long does amoxicillin take to start working?
Q00980,drug_interaction,deterministic,drug_interaction_query,Can I take Volini gel and paracetamol together?
Q00981,medication_llm,llm,symptom_rag,Is it safe to take Deplatt A during pregnancy?
Q00982,education_condition,llm,symptom_rag,What is Personality Disorders?
Q00983,ability_document,deterministic,data_handler_document,One more thing: when was my son's last vaccination?
Q00984,education_condition,llm,symptom_rag,What questions should I ask my doctor about Melasma Chloasma?
Q00985,education_condition,llm,symptom_rag,Can Fragility & Traumatic Fractures be prevented?
Q00986,education_condition,llm,symptom_rag,Can exercise help manage Phimosis Paraphimosis?
Q00987,education_condition,llm,symptom_rag,How serious is Bronchial Asthma?
Q00988,education_condition,llm,symptom_rag,Can exercise help manage Optic Neuritis?
Q00989,lifestyle_general,llm,symptom_rag,Are eggs good or bad for cholesterol?
Q00990,education_condition,llm,symptom_rag,Are there warning signs of Dental erosion attrition abrasion hypersensitivity I should watch for?
Q00991,education_condition,llm,symptom_rag,What age does Genitourinary Syndrome of Menopause usually start?
Q00992,education_condition,llm,symptom_rag,What causes Urinary Tract Infection?
Q00993,education_condition,llm,symptom_rag,How is Hearing Loss (disabling) usually treated?
Q00994,education_condition,llm,symptom_rag,Is Dementia — Lewy Body Frontotemporal more common in men or women?
Q00995,drug_info,deterministic,drug_lookup,Tell me about the medicine Melatonin 3mg.
Q00996,medication_llm,llm,symptom_rag,Can I stop taking alprazolam once I feel better?
Q00997,drug_info,deterministic,drug_lookup,Is Volini gel habit forming?
Q00998,education_condition,llm,symptom_rag,Is Chronic Liver Disease Cirrhosis hereditary? My mother has it.
Q00999,education_condition,llm,symptom_rag,What foods should I avoid if I have Spondylosis?
Q01000,drug_info,deterministic,drug_lookup,About my medication Volini gel — what should I know?
Q01001,education_condition,llm,symptom_rag,Are there support resources for people with Tetanus?
Q01002,education_condition,llm,symptom_rag,Is Psoriatic Arthritis more common in men or women?
Q01003,boundary,llm,symptom_rag,What are the side effects of chemotherapy?
Q01004,education_condition,llm,symptom_rag,What complications can Deep Vein Thrombosis lead to if untreated?
Q01005,data_query,deterministic,data_query,Can you help me with this: tell me about my family history.
Q01006,drug_info,deterministic,drug_lookup,What is diclofenac used for?
Q01007,education_condition,llm,symptom_rag,What complications can Hyperlipidemia Dyslipidemia lead to if untreated?
Q01008,education_condition,llm,symptom_rag,How is Hypothyroidism monitored over time?
Q01009,data_query,deterministic,data_query,What is my family risk for diabetes?
Q01010,education_condition,llm,symptom_rag,Are there warning signs of Dental Fluorosis I should watch for?
Q01011,education_condition,llm,symptom_rag,What foods should I avoid if I have Drug-Resistant Tuberculosis (MDR XDR-TB)?
Q01012,education_condition,llm,symptom_rag,How is Leprosy usually treated?
Q01013,ability_suggestion,deterministic,data_handler_suggestion,Any lifestyle suggestions for my high blood pressure?
Q01014,education_condition,llm,symptom_rag,What complications can Primary Hyperparathyroidism lead to if untreated?
Q01015,drug_info,deterministic,drug_lookup,Substitutes for Pan-D?
Q01016,education_condition,llm,symptom_rag,What tests are used to check for Iron Deficiency Anemia?
Q01017,drug_info,deterministic,drug_lookup,Substitutes for alprazolam?
Q01018,medication_llm,llm,symptom_rag,How long does Cheston Cold take to start working?
Q01019,education_condition,llm,symptom_rag,"Is Parasomnias (sleepwalking, night terrors) curable or only manageable?"
Q01020,off_topic,deterministic,scope_decline,Who is the prime minister of India? Thank you.
Q01021,drug_info,deterministic,drug_lookup,What is metoprolol used for?
Q01022,ability_tracker,deterministic,data_handler_tracker,I had two bottles of beer today.
Q01023,education_condition,llm,symptom_rag,Can Hemorrhoids be prevented?
Q01024,education_condition,llm,symptom_rag,Does Atrial Fibrillation run in families?
Q01025,education_condition,llm,symptom_rag,Can exercise help manage Type 1 Diabetes Mellitus?
Q01026,drug_info,deterministic,drug_lookup,Side effects of Shelcal 500?
Q01027,model_probe,deterministic,conversational,What is this built on? Just tell me directly.
Q01028,symptom_mild,llm,symptom_rag,When should I see a doctor about mild cramps before my period?
Q01029,education_condition,llm,symptom_rag,Is Infective Endocarditis hereditary? My mother has it.
Q01030,drug_info,deterministic,drug_lookup,Substitutes for fluoxetine?
Q01031,education_condition,llm,symptom_rag,Is Hematuria curable or only manageable?
Q01032,drug_info,deterministic,drug_lookup,Tell me about the tablet carvedilol.
Q01033,education_condition,llm,symptom_rag,Does Adenomyosis run in families?
Q01034,symptom_mild,llm,symptom_rag,I've been having watery eyes in the morning for a few days. What could it be?
Q01035,ability_document,deterministic,data_handler_document,When was my son's last vaccination? Thank you.
Q01036,data_query,deterministic,data_query,What's my risk for hypertension?
Q01037,education_condition,llm,symptom_rag,What causes Autoimmune Hepatitis?
Q01038,education_condition,llm,symptom_rag,Is Peptic Ulcer Disease (gastric duodenal) hereditary? My mother has it.
Q01039,education_condition,llm,symptom_rag,Can Ganglion Cyst come back after treatment?
Q01040,education_condition,llm,symptom_rag,Can H5N1 Avian Influenza be prevented?
Q01041,drug_info,deterministic,drug_lookup,What are the side effects of Asthalin inhaler?
Q01042,education_condition,llm,symptom_rag,Are there warning signs of Malocclusion I should watch for?
Q01043,education_condition,llm,symptom_rag,What is Retinopathy of Prematurity?
Q01044,education_condition,llm,symptom_rag,Can children get Computer Vision Syndrome Digital Eye Strain?
Q01045,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Plague?
Q01046,education_condition,llm,symptom_rag,What are the early symptoms of Acanthosis Nigricans?
Q01047,education_condition,llm,symptom_rag,Does stress make Tinea Pedis worse?
Q01048,medication_llm,llm,symptom_rag,Can I take Shelcal 500 on an empty stomach?
Q01049,education_condition,llm,symptom_rag,What foods should I avoid if I have Dementia — Lewy Body Frontotemporal?
Q01050,education_condition,llm,symptom_rag,Can children get Bronchiectasis?
Q01051,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Rectal Prolapse?
Q01052,education_condition,llm,symptom_rag,How is Fibrocystic Breast Disease usually treated?
Q01053,data_query,deterministic,data_query,Quick question — what did I log yesterday?
Q01054,ability_metric,deterministic,data_handler_metric,"Please, show me my latest fasting blood sugar."
Q01055,education_condition,llm,symptom_rag,Can exercise help manage Dementia — Alzheimer_s?
Q01056,ability_summary,deterministic,data_handler_summary,One more thing: i want a yearly summary of my health.
Q01057,education_condition,llm,symptom_rag,How is Nasal Polyposis monitored over time?
Q01058,education_condition,llm,symptom_rag,Does stress make Pharyngitis worse?
Q01059,medication_llm,llm,symptom_rag,Can I stop taking Medrol 4 once I feel better?
Q01060,off_topic,deterministic,scope_decline,One more thing: write me some sql to join two tables.
Q01061,education_condition,llm,symptom_rag,My father was just diagnosed with Mumps. What should our family know?
Q01062,triage_emergency,deterministic,triage_emergency,my father collapsed and is unconscious — should I give water?
Q01063,education_condition,llm,symptom_rag,What complications can Molluscum Contagiosum lead to if untreated?
Q01064,education_condition,llm,symptom_rag,Is Rheumatic Heart Disease curable or only manageable?
Q01065,education_condition,llm,symptom_rag,Is Specific Phobias more common in men or women?
Q01066,education_condition,llm,symptom_rag,Is Multiple Sclerosis curable or only manageable?
Q01067,education_condition,llm,symptom_rag,Are there warning signs of Insulin Resistance I should watch for?
Q01068,drug_info,deterministic,drug_lookup,What is Forxiga 10 used for?
Q01069,education_condition,llm,symptom_rag,How is Measles monitored over time?
Q01070,ability_tracker,deterministic,data_handler_tracker,Add one pegs of whisky to my tracker.
Q01071,greeting,deterministic,conversational,thank you doctor
Q01072,education_condition,llm,symptom_rag,Are there support resources for people with Byssinosis?
Q01073,education_condition,llm,symptom_rag,What causes Cutaneous Mucosal Candidiasis?
Q01074,education_condition,llm,symptom_rag,What complications can Genitourinary Syndrome of Menopause lead to if untreated?
Q01075,education_condition,llm,symptom_rag,What are the early symptoms of Gastroparesis?
Q01076,drug_info,deterministic,drug_lookup,Tell me about the tablet Augmentin 625.
Q01077,medication_llm,llm,symptom_rag,Is it safe to take Janumet during pregnancy?
Q01078,education_condition,llm,symptom_rag,What questions should I ask my doctor about Pleural Effusion?
Q01079,education_condition,llm,symptom_rag,What is the difference between mild and severe Acute Gastroenteritis Diarrhea?
Q01080,drug_info,deterministic,drug_lookup,What are clonazepam tablets used for?
